author,bookImage,bookname,classno,isbn,loanCnt,publication_year,publisher
현동염, http://image.aladin.co.kr/product/39/94/cover/8955820046_1.gif,모기와 황소,813,9788955820041,0,2012, 길벗어린이
코믹컴, https://bookthumb-phinf.pstatic.net/cover/001/644/00164401.jpg?type=m1&udate=20141025,초원에서 살아남기,400,9788937812552,0,2003, 대한교과서
에쿠니가오리, https://bookthumb-phinf.pstatic.net/cover/000/360/00036015.jpg?type=m1&udate=20180427,냉정과 열정 사이,833,9788973813711,0,2000, 소담출판사
그림나무, http://image.aladin.co.kr/product/44/4/cover/8950990598_1.gif,부자가 된 신데렐라 거지가 된 백설공주,320,9788950990596,0,2004, 북21을파소
류시화, http://image.aladin.co.kr/product/38/96/cover/893491212x_1.gif,지구별 여행자,816,9788934912125,0,2002, 김영사
김기정, http://image.aladin.co.kr/product/38/88/cover/8952723864_2.jpg,바나나가 뭐예유?,813,9788952723864,0,2002, 시공사
에쿠니가오리, https://bookthumb-phinf.pstatic.net/cover/001/335/00133543.jpg?type=m1&udate=20130612,낙하하는 저녁,833,9788973817795,0,2004, 소담출판사
토머스불핀치, http://image.aladin.co.kr/product/36/26/cover/8990103118_1.gif,(만화로 보는)그리스 로마 신화,219,9788990103116,0,0, 가나출판사
코믹컴, https://bookthumb-phinf.pstatic.net/cover/001/627/00162797.jpg?type=m1&udate=20141025,화산에서 살아남기,400,9788937812545,0,2002, 대한교과서
로렌차일드, http://image.aladin.co.kr/product/30/17/cover/8911020001_2.jpg,난 토마토 절대 안 먹어,843,9788911020003,39,2001, 국민서관
조창인, http://image.aladin.co.kr/product/29/36/cover/8984370118_2.jpg,등대지기,813,9788984370111,0,2001, 밝은세상
노경실, http://image.aladin.co.kr/product/28/23/cover/8971845031_1.gif,열 살이면 세상을 알 만한 나이,813,9788971845035,0,2001, 푸른숲
이호백, https://bookthumb-phinf.pstatic.net/cover/001/803/00180367.jpg?type=m1&udate=20180418,무슨 일이 일어났을까?,813,9788986565331,61,2000, 재미마주
토머스불핀치, http://image.aladin.co.kr/product/34/60/cover/899010310x_1.gif,(만화로 보는)그리스 로마 신화,219,9788990103109,0,0, 가나출판사
조정래저, https://bookthumb-phinf.pstatic.net/cover/000/341/00034161.jpg?type=m1&udate=20130628,한강,813,9788973373987,49,0, 해냄출판사
량슈린, https://bookthumb-phinf.pstatic.net/cover/001/610/00161023.jpg?type=m1&udate=20130629,행복한 의자나무,823,9788989863106,0,2002, 북뱅크
이원복/그림, https://bookthumb-phinf.pstatic.net/cover/012/793/01279305.jpg?type=m1&udate=20130320,(새)먼나라 이웃나라,909,9788934909248,0,0, 김영사
이미옥, http://image.aladin.co.kr/product/40/93/cover/8952724119_2.jpg,따뜻한 팬티,813,9788952724113,0,2003, 시공사
조창인, http://image.aladin.co.kr/product/45/74/cover/8984370401_1.gif,길,813,9788984370401,0,2004, 밝은 세상
로버트먼치, https://bookthumb-phinf.pstatic.net/cover/001/816/00181622.jpg?type=m1&udate=20100915,언제까지나 너를 사랑해,843,9788995048924,45,2000, 북뱅크
나관중, https://bookthumb-phinf.pstatic.net/cover/001/263/00126359.jpg?type=m1&udate=20130130,三國志,823,9788936430443,29,2003, 창작과비평사
요시모토바나나, http://image.aladin.co.kr/product/41/38/cover/8937480166_2.jpg,티티새,833,9788937480164,0,2003, 민음사
보도섀퍼, http://image.aladin.co.kr/product/29/7/cover/8950990016_2.jpg,열두 살에 부자가 된 키라,325,9788950990015,0,2002, 북21을파소
후쿠다이와오, http://image.aladin.co.kr/product/4460/51/cover/6000754540_1.jpg,난 형이니까,833,9788937811760,0,2002, 대한교과서
정재홍, http://image.aladin.co.kr/product/42/22/cover/8934913010_2.jpg,(교과서와 함께 읽는)우리 고구려사,911,9788934913016,0,2003, 김영사
정재홍, http://image.aladin.co.kr/product/42/22/cover/8934913002_2.jpg,(교과서와 함께 읽는)우리 고구려사,911,9788934913009,0,2003, 김영사
최덕희, https://bookthumb-phinf.pstatic.net/cover/001/608/00160834.jpg?type=m1&udate=20180605,빙하에서 살아남기,400,9788937810800,285,2008, 대한교과서
유용주, http://image.aladin.co.kr/product/25/89/cover/8981334161_1.gif,그러나 나는 살아 가리라,814,9788981334161,0,2002, 솔출판사
김혜자, http://image.aladin.co.kr/product/47/44/cover/8995501405_2.jpg,꽃으로도 때리지 말라,818,9788995501405,0,2004, 오래된미래
이금이, http://image.aladin.co.kr/product/38/29/cover/8988578740_1.gif,내 친구 재덕이,813,9788988578742,0,2002, 푸른책들
임정자, http://image.aladin.co.kr/product/40/44/cover/8982816402_1.gif,동동 김동,813,9788982816406,0,2003, 문학동네
이미애, https://bookthumb-phinf.pstatic.net/cover/001/168/00116818.jpg?type=m1&udate=20130629,(TV동화) 행복한 세상,813,9788946413634,0,0, 샘터사
신경숙, http://image.aladin.co.kr/product/40/28/cover/8982816437_1.gif,종소리,813,9788982816437,0,2003, 문학동네
공병호씀, http://image.aladin.co.kr/product/40/7/cover/8972232254_2.jpg,친구가 따르는 아이 & 친구를 따라가는 아이,331,9788972232254,0,2005, 청솔
귀여니, https://bookthumb-phinf.pstatic.net/cover/001/215/00121533.jpg?type=m1&udate=20130629,(귀여니 이야기)그놈은 멋있었다,813,9788990462053,0,2004, 황매
임정자, http://image.aladin.co.kr/product/32/54/cover/8980401051_2.jpg,"(무지무지 힘이 세고, 대단히 똑똑하고, 아주아주 용감한)당글공주",813,9788980401055,0,2002, 우리교육
김훈, http://image.aladin.co.kr/product/46/13/cover/8984983063_1.jpg,현의 노래,813,9788984983069,0,2004, 생각의 나무
정헌재, http://image.aladin.co.kr/product/42/17/cover/8955611951_1.gif,완두콩,818,9788955611953,0,2003, 바다출판사
이외수, https://bookthumb-phinf.pstatic.net/cover/001/107/00110727.jpg?type=m1&udate=20130629,(이외수 장편소설)괴물,813,9788973374830,0,2002, 해냄
시리얼, https://bookthumb-phinf.pstatic.net/cover/001/669/00166901.jpg?type=m1&udate=20130629,마법천자문,711,9788950906047,22,2004, 북21아울북
이혜진, http://image.aladin.co.kr/product/33/13/cover/8945214313_2.jpg,유대인들은 왜 부자가 되었나,320,9788945214317,0,2002, 문공사
조성자, http://image.aladin.co.kr/product/25/86/cover/8952709470_2.jpg,나는 싸기 대장의 형님,813,9788952709479,0,2001, 시공사
김바다, http://image.aladin.co.kr/product/35/8/cover/8980197098_2.jpg,비닐똥,813,9788980197095,0,2002, 여명미디어
쓴이데일카네기, http://image.aladin.co.kr/product/41/41/cover/8972232262_2.jpg,대화를 잘 하는 아이 & 대화를 못하는 아이,802,9788972232261,0,2008, 청솔
김진명, http://image.aladin.co.kr/product/36/68/cover/8984476218_2.jpg,바이 코리아=김진명 장편소설.Buy Korea,813,9788984476219,0,2002, 자음과모음
기새림, http://image.aladin.co.kr/product/39/69/cover/8934912308_1.gif,자장면을 먹은 꼬불이,657,9788934912309,0,2003, 김영사
요시모토바나나, http://image.aladin.co.kr/product/14/92/cover/893740317x_1.jpg,키친,833,9788937403170,0,1999, 민음사
강무홍, http://image.aladin.co.kr/product/3930/28/cover/6000718831_1.jpg,선생님은 모르는 게 너무 많아,813,9788971968062,0,2001, 사계절출판사
이오덕, http://image.aladin.co.kr/product/39/4/cover/8983392967_1.gif,버찌가 익을 무렵,813,9788983392961,0,2002, 효리원
나관중, https://bookthumb-phinf.pstatic.net/cover/001/263/00126360.jpg?type=m1&udate=20130629,三國志,823,9788936430450,30,2003, 창작과비평사
이규희, http://image.aladin.co.kr/product/34/81/cover/8955600208_2.jpg,난 이제부터 남자다=I wish I wanted to be a man,813,9788955600209,0,2002, 세상모든책
고정욱, https://bookthumb-phinf.pstatic.net/cover/012/819/01281964.jpg?type=m1&udate=20111130,가방들어주는아이,0,9788971969540,0,2003, 사계절
고승덕, https://bookthumb-phinf.pstatic.net/cover/001/280/00128028.jpg?type=m1&udate=20130406,포기하지 않으면 불가능은 없다,360,9788995281543,0,2006, 개미들출판사-에셀문화사
정재승, http://image.aladin.co.kr/product/28/60/cover/8988165160_1.gif,과학 콘서트=Science concert,404,9788988165164,25,2002, 동아시아
조정래저, https://bookthumb-phinf.pstatic.net/cover/000/341/00034162.jpg?type=m1&udate=20130628,한강,813,9788973373994,47,0, 해냄출판사
나관중원작, https://bookthumb-phinf.pstatic.net/cover/001/731/00173154.jpg?type=m1&udate=20130629,(만화)삼국지,823,9788937811272,0,0, 대한교과서
목온균, http://image.aladin.co.kr/product/42/42/cover/8990267315_1.gif,금희 언니,813,9788990267313,0,2003, 아이앤북
박경리, https://bookthumb-phinf.pstatic.net/cover/001/186/00118630.jpg?type=m1&udate=20130629,(청소년)토지,813,9788957070031,0,2003, 이룸
이미나, http://image.aladin.co.kr/product/44/90/cover/8957572147_1.gif,그 남자 그 여자,818,9788957572146,0,2003, 랜덤하우스코리아
김선희, http://image.aladin.co.kr/product/44/90/cover/8976671627_3.jpg,예담이는 열두 살에 1000만원을 모았어요,320,9788976771629,0,2003, 명진출판
L.N.톨스토이, http://image.aladin.co.kr/product/64/2/cover/8989258391_1.jpg,톨스토이,892,9788989258391,0,2003, 인디북
쑨칭펑, http://image.aladin.co.kr/product/39/62/cover/8930260845_1.jpg,여우가 오리를 낳았어요=(The)fox and the duckling,823,9788930260848,0,2003, 예림당
이미애, https://bookthumb-phinf.pstatic.net/cover/001/104/00110401.jpg?type=m1&udate=20130629,(TV동화) 행복한 세상,813,9788946413627,0,0, 샘터사
국민은행금융교육TFT, http://image.aladin.co.kr/product/42/43/cover/8989353491_1.gif,돈은 고마운 친구,320,9788989353492,0,2003, 미래의창
틱낫한, http://image.aladin.co.kr/product/34/27/cover/8976771303_1.gif,화,199,9788976771308,0,2002, 명진출판
김중미, http://image.aladin.co.kr/product/34/5/cover/8989646022_2.jpg,종이밥,813,9788989646020,0,2002, 낮은산
고정욱, https://bookthumb-phinf.pstatic.net/cover/001/619/00161969.jpg?type=m1&udate=20151003,괜찮아,813,9788989646044,0,2002, 낮은산
김성은, https://bookthumb-phinf.pstatic.net/cover/001/759/00175966.jpg?type=m1&udate=20180619,(까치와 소담이의) 수수께끼 놀이,813,9788971966686,41,2006, 사계절출판사
박성철, http://image.aladin.co.kr/product/44/9/cover/895330542x_1.jpg,비타민 동화,813,9788953305427,0,2004, 계림닷컴
오승희, http://image.aladin.co.kr/product/41/65/cover/8989646073_2.jpg,"그림 도둑, 준모",813,9788989646075,16,2005, 낮은산
펄S.벅, http://image.aladin.co.kr/product/42/19/cover/8995201282_1.gif,연인 서태후,843,9788995201282,0,2003, 길산
박신식, http://image.aladin.co.kr/product/42/41/cover/8953304687_1.jpg,내 동생 순이,813,9788953304680,0,2003, 계림닷컴
김해심, http://image.aladin.co.kr/product/42/19/cover/8943305052_1.gif,(예술가와 함께 하는)자연미술 여행,604,9788943305055,0,2003, 보림
임정진, https://bookthumb-phinf.pstatic.net/cover/001/759/00175900.jpg?type=m1&udate=20160925,나보다 작은 형,813,9788971845097,0,2001, 푸른숲
채인선, http://image.aladin.co.kr/product/8156/53/cover/k622434346_1.jpg,손 큰 할머니의 만두 만들기,813,9788986565065,1052,1998, 재미마주
소중애, http://image.aladin.co.kr/product/36/89/cover/8983392649_1.gif,바보 갑수 천재 갑수,813,9788983392640,0,2002, 효리원
채만식, http://image.aladin.co.kr/product/40/30/cover/8987721566_1.gif,왕치와 소새와 개미,813,9788987721569,0,2007, 다림
김향이, http://image.aladin.co.kr/product/3/55/cover/8949120070_1.gif,달님은 알지요,813,9788949120072,0,2003, 비룡소
김영주, http://image.aladin.co.kr/product/19/96/cover/8986565528_3.jpg,짜장 짬뽕 탕수육,813,9788986565522,231,1999, 재미마주
이상권, http://image.aladin.co.kr/product/28/96/cover/8980401035_2.jpg,엄마 생각,813,9788980401031,0,2001, 우리교육
현고운, http://image.aladin.co.kr/product/37/6/cover/898943324x_1.jpg,1%의 어떤 것,813,9788989433248,0,2002, 눈과마음
스펜서존슨, http://image.aladin.co.kr/product/22/61/cover/8980103034_1.gif,누가 내 치즈를 옮겼을까?,181,9788980103034,0,2000, 진명출판사
신경숙, http://image.aladin.co.kr/product/28/96/cover/8982814167_2.jpg,바이올렛=신경숙 장편소설/Violet,813,9788982814167,0,2001, 문학동네
루시아라트마, http://image.aladin.co.kr/product/38/98/cover/8987175480_1.gif,타이거 우즈,998,9788987175485,0,2002, 새터
이영경, http://image.aladin.co.kr/product/35/8/cover/8949100304_2.jpg,신기한 그림족자,813,9788949100302,0,2002, 비룡소
이우혁, https://bookthumb-phinf.pstatic.net/cover/001/277/00127791.jpg?type=m1&udate=20130629,(이우혁 장편소설)치우천왕기,813,9788975273735,0,0, 들녘
한예찬, https://bookthumb-phinf.pstatic.net/cover/001/599/00159919.jpg?type=m1&udate=20150123,짝꿍 바꾸기,813,9788971097021,0,2002, 바른사
김진명, http://image.aladin.co.kr/product/36/69/cover/8984476226_2.jpg,바이 코리아=김진명 장편소설.Buy Korea,813,9788984476226,0,2002, 자음과모음
권정생, http://image.aladin.co.kr/product/25/94/cover/8980401000_2.jpg,또야 너구리가 기운 바지를 입었어요,813,9788980401000,0,2006, 우리교육
백승남, http://image.aladin.co.kr/product/40/67/cover/8989646065_2.jpg,늑대왕 핫산,813,9788989646068,0,2002, 낮은산
후쿠다이와오, http://image.aladin.co.kr/product/4460/52/cover/6000754545_1.jpg,방귀 만세,833,9788937810831,0,2001, 대한교과서
나카야미와, https://bookthumb-phinf.pstatic.net/cover/001/701/00170135.jpg?type=m1&udate=20180410,까만 크레파스,833,9788901036373,19,2002, 웅진닷컴
윤구병, http://image.aladin.co.kr/product/9/20/cover/8985494651_1.gif,심심해서 그랬어,813,9788985494656,0,2006, 보리
원유순, https://bookthumb-phinf.pstatic.net/cover/061/887/06188762.jpg?type=m1&udate=20160403,까막눈 삼디기,813,9788901029184,0,2001, 웅진닷컴
장병혜, http://image.aladin.co.kr/product/43/43/cover/8957571183_1.gif,아이는 99% 엄마의 노력으로 완성된다,598,9788957571187,0,2003, 중앙M&B출판
사카타히로,,곰 세 마리,833,9788943302177,0,1996, 보림
이외수, http://image.aladin.co.kr/product/42/12/cover/8973375377_1.gif,(이외수 사색상자)내가 너를 향해 흔들리는 순간,814,9788973375370,0,2003, 해냄출판사
이규일, http://image.aladin.co.kr/product/25/86/cover/8931910665_1.gif,(어린이를 위한)한국 현대 명화 감상,653,9788931910667,0,2000, 지경사
파울로코엘료, http://image.aladin.co.kr/product/48/92/cover/8982818227_2.jpg,11분,879,9788982818226,56,2004, 문학동네
쓴이이호백, http://image.aladin.co.kr/product/8/6/cover/8986565048_2.jpg,세상에서 제일 힘센 수탉,813,9788986565041,858,1997, 재미마주
존그리샴, http://image.aladin.co.kr/product/42/45/cover/8988182685_1.gif,불법의 제왕,843,9788988182680,0,2003, 북@북스
박완서, https://bookthumb-phinf.pstatic.net/cover/001/805/00180589.jpg?type=m1&udate=20130318,(박완서 동화집)자전거 도둑,813,9788987721217,246,2000, 다림
에쿠니가오리, https://bookthumb-phinf.pstatic.net/cover/001/233/00123341.jpg?type=m1&udate=20131211,호텔 선인장,833,9788973817269,0,2003, 소담출판사
코믹컴, https://bookthumb-phinf.pstatic.net/cover/001/673/00167392.jpg?type=m1&udate=20141025,시베리아에서 살아남기,400,9788937812576,0,2004, 대한교과서
시리얼, https://bookthumb-phinf.pstatic.net/cover/001/677/00167760.jpg?type=m1&udate=20130629,마법천자문,711,9788950906061,22,2004, 북21아울북
민현숙, http://image.aladin.co.kr/product/43/35/cover/8990420512_1.gif,니 숙제 안하믄 우얄라꼬,813,9788990420510,0,2003, 배동바지
이철환, http://image.aladin.co.kr/product/32/73/cover/8972081701_1.gif,연탄길,818,9788972081708,0,2002, 삼진기획
권정생, http://image.aladin.co.kr/product/41/9/cover/8911021407_1.gif,훨훨 간다,813,9788911021406,22,2003, 국민서관
모리야마미야코, https://bookthumb-phinf.pstatic.net/cover/001/724/00172496.jpg?type=m1&udate=20180330,노란 양동이,833,9788932306520,44,2000, 현암사
이미애·구성, http://image.aladin.co.kr/product/33/38/cover/8946413530_1.gif,(TV동화)행복한 세상,813,9788946413535,0,2002, 샘터
김중미, http://image.aladin.co.kr/product/30/41/cover/893643344x_2.jpg,괭이부리말 아이들,813,9788936433444,27,2002, 창작과비평사
곽재구, http://image.aladin.co.kr/product/38/13/cover/8970633197_2.jpg,(곽재구의)포구기행,816,9788970633190,0,2002, 열림원
국민은행금융교육팀엮음, http://image.aladin.co.kr/product/44/51/cover/8957572139_1.gif,돈을 알자! 경제를 알자!,320,9788957572139,0,2003, 중앙M&B출판
이상권, https://bookthumb-phinf.pstatic.net/cover/001/601/00160155.jpg?type=m1&udate=20100111,애벌레가 애벌레를 먹어요,813,9788901037905,0,2002, 웅진닷컴
양재봉, http://image.aladin.co.kr/product/42/13/cover/8975601560_1.gif,"너, 하드디스크 포맷해 봤니?",4,9788975601569,0,2003, 길벗
김영주, http://image.aladin.co.kr/product/39/71/cover/8982816259_1.gif,나무마을 동만이,813,9788982816253,0,2003, 문학동네
김진명, http://image.aladin.co.kr/product/28/80/cover/8973373730_1.jpg,황태자비 납치사건,813,9788973373734,0,2001, 해냄
귀여니, http://image.aladin.co.kr/product/39/24/cover/8990462010_1.gif,(귀여니 이야기)늑대의 유혹,813,9788990462015,0,2004, 황매
조정래저, https://bookthumb-phinf.pstatic.net/cover/000/341/00034163.jpg?type=m1&udate=20130628,한강,813,9788973374007,48,0, 해냄출판사
정헌재, http://image.aladin.co.kr/product/39/52/cover/8940302001_1.gif,포엠툰=Poem toon,818,9788940302002,0,2003, 청하
박경리, https://bookthumb-phinf.pstatic.net/cover/001/186/00118632.jpg?type=m1&udate=20130629,(청소년)토지,813,9788957070048,0,2003, 이룸
이원복/그림, https://bookthumb-phinf.pstatic.net/cover/013/337/01333791.jpg?type=m1&udate=20130320,(새)먼나라 이웃나라,909,9788934904700,0,0, 김영사
존버닝햄, http://image.aladin.co.kr/product/13/71/cover/8949110075_2.jpg,지각대장 존,843,9788949110073,941,2006, 비룡소
로버트치알디니, http://image.aladin.co.kr/product/37/63/cover/8950905221_2.jpg,설득의 심리학,181,9788950905224,22,2002, 북21
시리얼, https://bookthumb-phinf.pstatic.net/cover/001/669/00166902.jpg?type=m1&udate=20130629,마법천자문,711,9788950906054,31,2004, 북21아울북
이영경.그림, http://image.aladin.co.kr/product/14555/54/cover/k792532640_2.jpg,아씨방 일곱 동무,813,9788949100203,57,1998, 비룡소
류기수,,"말할 수 있는 중국어, 들을 수 있는 중국어",727,9788973271252,0,1997, 백산서당
이문열, https://bookthumb-phinf.pstatic.net/cover/001/603/00160361.jpg?type=m1&udate=20130406,우리들의 일그러진 영웅,813,9788987721095,38,1999, 다림
이지현엮음, http://image.aladin.co.kr/product/40/48/cover/8945215123_1.gif,(성탄절에 온 천사)성탄이,818,9788945215123,0,2003, 문공사
이철환, https://bookthumb-phinf.pstatic.net/cover/000/283/00028345.jpg?type=m1&udate=20130628,연탄길,818,9788972081333,0,2005, 삼진기획
한상복, http://image.aladin.co.kr/product/40/30/cover/8989313325_1.gif,한국의 부자들,327,9788989313328,0,2003, 위즈덤하우스
김남길, http://image.aladin.co.kr/product/37/96/cover/894521481x_1.jpg,15분짜리 형,813,9788945214812,0,2002, 문공사
김재홍, https://bookthumb-phinf.pstatic.net/cover/001/804/00180420.jpg?type=m1&udate=20180504,동강의 아이들,813,9788986621723,0,2012, 길벗어린이
김옥, https://bookthumb-phinf.pstatic.net/cover/001/824/00182447.jpg?type=m1&udate=20130629,학교에 간 개돌이,813,9788936451011,0,1999, 창작과비평사
윤수천, https://bookthumb-phinf.pstatic.net/cover/001/644/00164476.jpg?type=m1&udate=20130629,방귀쟁이하곤 결혼 안해 - 저학년 너랑나랑 장편동화 13,0,9788980198153,0,2003, 여명
노경실, http://image.aladin.co.kr/product/36/13/cover/8952723139_2.jpg,우리 아빠는 내 친구,813,9788952723130,0,2002, 시공사
댄브라운, https://bookthumb-phinf.pstatic.net/cover/001/530/00153056.jpg?type=m1&udate=20060523,다빈치 코드,843,9788957590515,0,2004, 베텔스만 코리아
댄브라운, https://bookthumb-phinf.pstatic.net/cover/001/530/00153058.jpg?type=m1&udate=20130629,다빈치 코드,843,9788957590522,0,2004, 베텔스만 코리아
박완서, https://bookthumb-phinf.pstatic.net/cover/014/684/01468469.jpg?type=m1&udate=20160924,(박완서 장편소설)그 남자네 집,813,9788972752943,0,2004, 현대문학
이원복, https://bookthumb-phinf.pstatic.net/cover/001/702/00170245.jpg?type=m1&udate=20130629,(21세기)먼나라 이웃나라,909,9788934915058,0,0, 김영사
시리얼, https://bookthumb-phinf.pstatic.net/cover/001/688/00168842.jpg?type=m1&udate=20130629,마법천자문,711,9788950906078,29,2004, 북21아울북
이원복, https://bookthumb-phinf.pstatic.net/cover/001/702/00170246.jpg?type=m1&udate=20130629,(21세기)먼나라 이웃나라,909,9788934915065,0,0, 김영사
시리얼, https://bookthumb-phinf.pstatic.net/cover/014/593/01459373.jpg?type=m1&udate=20130704,마법천자문,711,9788950906610,39,2004, 북21아울북
시리얼, https://bookthumb-phinf.pstatic.net/cover/001/699/00169989.jpg?type=m1&udate=20140221,마법천자문,711,9788950906085,38,2004, 북21아울북
트레이시슈발리에, http://image.aladin.co.kr/product/42/98/cover/8982180575_1.gif,진주 귀고리 소녀,843,9788982180576,0,2003, 강
카타야마쿄이치, http://image.aladin.co.kr/product/44/34/cover/8990054206_1.jpg,세상의 중심에서 사랑을 외치다,833,9788990054203,0,2004, 지식여행
팻브리슨, http://image.aladin.co.kr/product/54/42/cover/8995462280_1.jpg,열 두 살의 여름,843,9788995462287,0,2005, 동산사
댄브라운, https://bookthumb-phinf.pstatic.net/cover/014/597/01459755.jpg?type=m1&udate=20130704,천사와 악마,843,9788957590775,0,2004, 베텔스만 코리아
댄브라운, https://bookthumb-phinf.pstatic.net/cover/014/597/01459759.jpg?type=m1&udate=20140331,천사와 악마,843,9788957590768,0,2004, 베텔스만 코리아
박원희, http://image.aladin.co.kr/product/5284/5/cover/6000808842_1.jpg,공부9단 오기10단,373,9788934916314,0,2004, 김영사
김별아, https://bookthumb-phinf.pstatic.net/cover/015/133/01513344.jpg?type=m1&udate=20091215,미실,813,9788974562700,0,2005, 문이당
래리보시디, http://image.aladin.co.kr/product/48/20/cover/6000110133_1.gif,실행에 집중하라,325,9788950906160,0,2004, 21세기북스새날
베르나르베르베르, https://bookthumb-phinf.pstatic.net/cover/014/707/01470758.jpg?type=m1&udate=20070618,인간,863,9788932905815,0,2004, 열린책들
보도섀퍼, https://bookthumb-phinf.pstatic.net/cover/001/703/00170398.jpg?type=m1&udate=20171020,열세 살 키라,194,9788950990923,0,2004, 북21 을파소
박성철, http://image.aladin.co.kr/product/50/67/cover/8990267455_1.gif,똥 봉투 들고 학교 가는 날,813,9788990267450,0,2010, 아이앤북
탄줘잉편저, https://bookthumb-phinf.pstatic.net/cover/014/835/01483586.jpg?type=m1&udate=20130129,살아 있는 동안 꼭 해야 할 49가지,199,9788989313496,0,2005, 위즈덤하우스
공지영, http://image.aladin.co.kr/product/52/12/cover/8936436805_2.jpg,(공지영 소설)별들의 들판,813,9788936436803,0,2004, 창비
박경림|백선엽, https://bookthumb-phinf.pstatic.net/cover/001/535/00153598.jpg?type=m1&udate=20130629,박경림 영어 성공기,0,9788970418919,0,2004, 디자인하우스
허은미, https://bookthumb-phinf.pstatic.net/cover/001/707/00170730.jpg?type=m1&udate=20161117,똥은 참 대단해!,375,9788901046075,0,2006, 웅진씽크빅
은희경, https://bookthumb-phinf.pstatic.net/cover/015/034/01503401.jpg?type=m1&udate=20130207,비밀과 거짓말,813,9788982819407,17,2005, 문학동네
김탁환, https://bookthumb-phinf.pstatic.net/cover/001/558/00155893.jpg?type=m1&udate=20130629,불멸의 이순신,813,9788982736834,0,2004, 황금가지
에쿠니가오리, https://bookthumb-phinf.pstatic.net/cover/001/498/00149800.jpg?type=m1&udate=20130629,울준비는 되어 있다,833,9788973817986,0,2004, 소담출판사
김강일, http://image.aladin.co.kr/product/50/51/cover/899554760x_1.gif,"평생 성적, 초등 4학년에 결정된다",598,9788995547601,0,2004, 예담프렌드
다이애나윈존스, https://bookthumb-phinf.pstatic.net/cover/001/571/00157149.jpg?type=m1&udate=20130406,(하울의)움직이는 성,843,9788989708810,0,0, 문학수첩 리틀북스
공병호, http://image.aladin.co.kr/product/49/69/cover/8973376144_1.jpg,"10년 후, 한국",320,9788973376148,0,2004, 해냄출판사
고정욱, https://bookthumb-phinf.pstatic.net/cover/014/870/01487024.jpg?type=m1&udate=20171115,아빠에게 돌 던지는 아이,813,9788945120724,0,2004, JDM중앙출판사
이원복, https://bookthumb-phinf.pstatic.net/cover/015/020/01502070.jpg?type=m1&udate=20160122,(21세기)먼나라 이웃나라,909,9788934915072,0,0, 김영사
얀마텔, http://image.aladin.co.kr/product/52/50/cover/8972882437_3.jpg,(얀 마텔 장편소설)파이 이야기,843,9788972882435,17,2004, 작가정신
전경린, https://bookthumb-phinf.pstatic.net/cover/001/582/00158262.jpg?type=m1&udate=20130629,황진이,813,9788957071137,0,2004, 이룸
박경리, https://bookthumb-phinf.pstatic.net/cover/001/935/00193546.jpg?type=m1&udate=20100527,김약국의 딸들박경리 장편소설,813,9788930005296,45,1997, 나남출판
스튜디오시리얼, https://bookthumb-phinf.pstatic.net/cover/014/848/01484897.jpg?type=m1&udate=20130704,마법천자문,711,9788950906627,30,0, 아울북
강민숙, http://image.aladin.co.kr/product/46/95/cover/8983893400_1.jpg,은총이와 은별이,813,9788983893406,0,2004, 영교출판
전경린, https://bookthumb-phinf.pstatic.net/cover/001/582/00158261.jpg?type=m1&udate=20130129,황진이,813,9788957071120,0,2004, 이룸
선현경, http://image.aladin.co.kr/product/49/32/cover/8949100487_1.gif,이모의 결혼식,813,9788949100487,25,2004, 비룡소
여정은, http://image.aladin.co.kr/product/48/58/cover/8990025079_1.gif,개구리논으로 오세요,490,9788990025074,0,2004, 돌베개어린이
구성애, https://bookthumb-phinf.pstatic.net/cover/014/557/01455763.jpg?type=m1&udate=20130704,(구성애 아줌마의) 초딩 아우성,334,9788990673022,0,2004, 올리브M&B
다나베세이코, http://image.aladin.co.kr/product/51/98/cover/8972882429_2.jpg,조제와 호랑이와 물고기들,833,9788972882428,0,2004, 작가정신
앤서니브라운, https://bookthumb-phinf.pstatic.net/cover/001/701/00170140.jpg?type=m1&udate=20171214,(앤서니 브라운의) 행복한 미술관,843,9788901044873,40,2006, 웅진씽크빅
김선희, https://bookthumb-phinf.pstatic.net/cover/001/701/00170139.jpg?type=m1&udate=20100629,소원을 들어주는 선물,813,9788901046051,0,2004, 웅진닷컴
이안콜드웰, https://bookthumb-phinf.pstatic.net/cover/014/575/01457560.jpg?type=m1&udate=20130516,4의 규칙,843,9788957577653,0,2004, 랜덤하우스중앙
한스마그누스엔첸스베르거, https://bookthumb-phinf.pstatic.net/cover/001/747/00174709.jpg?type=m1&udate=20160425,수학 귀신,410,9788949190013,23,1998, 비룡소
사토와키코, http://image.aladin.co.kr/product/49/88/cover/897094382x_3.jpg,도깨비를 다시 빨아버린 우리엄마,833,9788970943824,78,2004, 한림출판사
메리폽어즈번, https://bookthumb-phinf.pstatic.net/cover/001/820/00182074.jpg?type=m1&udate=20170118,마법의 시간여행,843,9788949150550,851,0, 비룡소
이우일, https://bookthumb-phinf.pstatic.net/cover/012/166/01216684.jpg?type=m1&udate=20130401,노빈손의 무인도 완전정복,400,9788958071051,0,2004, 뜨인돌출판사
안재경, http://image.aladin.co.kr/product/47/2/cover/8995465239_1.gif,(시간에 쫓기지 않고 성공하는)정리형 아이,199,9788995465233,0,2004, 큰나
